2 1:0.633317 2:0.366667 3:0.393939 4:0.380816 5:0.160207 6:0.146691 7:0.988189 8:0.850394 9:0.295276 10:0.148473 11:1 44:1
2 1:0.441221 2:0.0805556 3:0.19697 4:0.125268 5:0.282946 6:0.258817 7:0.846457 8:0.826772 9:0.507874 10:0.123519 13:1 47:1
2 1:0.555778 2:0.908333 3:0.30303 4:0.0680029 5:0.258398 6:0.194042 7:0.653543 8:0.834646 9:0.724409 10:0.324969 13:1 47:1
2 1:0.64032 2:0.488889 3:0.227273 4:0.410165 5:0.281654 6:0.29282 7:0.889764 8:0.972441 9:0.586614 10:0.133835 13:1 46:1
2 1:0.446723 2:0.555556 3:0.30303 4:0.0300644 5:0.23385 6:0.343684 7:0.818898 8:0.996063 9:0.677165 10:0.125749 13:1 27:1
1 1:0.657329 2:0.0527778 3:0.136364 4:0.0429492 5:0.237726 6:0.434453 7:0.84252 8:0.866142 9:0.562992 10:0.485292 11:1 37:1
2 1:0.545773 2:0.344444 3:0.287879 4:0.32713 5:0.404393 6:0.064353 7:0.976378 8:0.877953 9:0.374016 10:0.19657 11:1 43:1
2 1:0.572786 2:0.233333 3:0.166667 4:0.510379 5:0.492248 6:0.181537 7:0.925197 8:0.874016 9:0.46063 10:0.110414 11:1 43:1
1 1:0.557779 2:0.933333 3:0.227273 4:0.193271 5:0.273902 6:0.709007 7:0.73622 8:0.862205 9:0.673228 10:0.266416 11:1 43:1
2 1:0.541771 2:0.858333 3:0.181818 4:0.269148 5:0.258398 6:0.396375 7:0.732283 8:0.913386 9:0.732283 10:0.205075 13:1 45:1
1 1:0.688844 2:0.130556 3:0.469697 4:0.0680029 5:0.263566 6:0.226359 7:0.838583 8:0.622047 9:0.228346 10:0.095497 13:1 53:1
1 1:0.770885 2:0.275 3:0.106061 4:0.442377 5:0.439276 6:0.273008 7:0.917323 8:0.905512 9:0.511811 10:0.239649 11:1 49:1
2 1:0.648824 2:0.472222 3:0.19697 4:0.0644238 5:0.24677 6:0.47787 7:0.901575 8:0.964567 9:0.570866 10:0.21316 13:1 46:1
1 1:0.327664 2:0.0444444 3:0.0454545 4:0.375805 5:0.332041 6:0.0549389 7:0.854331 8:0.913386 9:0.602362 10:0.121846 14:1 20:1
1 1:0.703352 2:0.2 3:0.0151515 5:0.223514 6:0.836448 7:0.862205 8:0.933071 9:0.606299 10:0.0769552 11:1 52:1
2 1:0.590795 2:0.388889 3:0.106061 4:0.0214746 5:0.218346 6:0.392441 7:0.909449 8:0.937008 9:0.547244 10:0.0692876 11:1 33:1
1 1:0.322161 2:0.0333333 3:0.257576 4:0.0608447 5:0.239018 6:0.210903 7:0.787402 8:0.799213 9:0.535433 10:0.126586 13:1 24:1
1 1:0.622811 3:0.0151515 5:0.223514 6:0.595054 7:0.854331 8:0.929134 9:0.614173 10:0.196431 11:1 36:1
2 1:0.447724 2:0.0722222 3:0.19697 4:0.19184 5:0.242894 6:0.200365 7:0.838583 8:0.830709 9:0.519685 10:0.336679 11:1 43:1
1 1:0.309155 2:0.825 3:0.181818 4:0.136006 5:0.312661 6:0.0844457 7:0.732283 8:0.929134 9:0.748031 10:0.228217 14:1 20:1
1 1:0.324662 2:0.402778 3:0.439394 4:0.194703 5:0.381137 6:0.0421526 7:0.964567 8:0.870079 9:0.326772 10:0.138575 13:1 18:1
2 1:0.554777 2:0.219444 3:0.166667 4:0.0429492 5:0.237726 6:0.343544 7:0.925197 8:0.866142 9:0.452756 10:0.255123 13:1 46:1
2 1:0.494247 2:0.880556 3:0.363636 4:0.0773085 5:0.270026 6:0.666995 7:0.590551 8:0.834646 9:0.779528 10:0.038617 11:1 43:1
2 1:0.395698 2:0.397222 3:0.181818 4:0.24481 5:0.244186 6:0.0973725 7:0.937008 8:0.933071 9:0.5 10:0.22278 11:1 26:1
1 1:0.735868 2:0.85 3:0.121212 4:0.14388 5:0.260982 6:0.204019 7:0.775591 8:0.925197 9:0.700787 10:0.246062 13:1 46:1
